PRODUCTO,PAIS DE ORIGEN,LeadTime - Dias,Cantidad Minima de Compra,Sensibilidad a cambio de precio,jul,ago,sept,oct,nov,dic,ene,feb,mar,abr,may,jun,jul-23,ago-23,sept-23,oct-23,nov-23,dic-23,ene-24,feb-24,mar-24,abr-24,may-24,jun-24,jul-24,ago-24,sept-24,oct-24,nov-24,dic-24,ene-25,feb-25,mar-25,abr-25,may-25,jun-25,jul-25,ago-25,sept-25,oct-25
OUR10002030,Brasil,60,50,Alta,45,24,49,21,33,129,342,397,529,783,539,132,122,213,512,314,410,128,232,0,50,219,,,,,,,,,,,,,,,,
